name	continent	iso_country	iso_region	municipality	iata_code
Kirovograd Airport	EU	UA	UA-35	Kirovograd	KGO
Kiev Zhuliany International Airport	EU	UA	UA-32	Kiev	IEV
Gostomel Airport	EU	UA	UA-32	Kiev	GML
Lutsk Airport	EU	UA	UA-07	Lutsk	UCK
Khmelnytskyi Airport	EU	UA	UA-68	Khmelnytskyi	HMJ
Mykolaiv International Airport	EU	UA	UA-48	Nikolayev	NLV
Odessa International Airport	EU	UA	UA-51	Odessa	ODS
Chernihiv Shestovitsa Airport	EU	UA	UA-74	Chernigow	CEJ
Vinnytsia/Gavyryshivka Airport	EU	UA	UA-05	Vinnitsa	VIN
Talagi Airport	EU	RU	RU-ARK	Archangelsk	ARH
Leshukonskoye Airport	EU	RU	RU-ARK	Leshukonskoye	LDG
Naryan Mar Airport	EU	RU	RU-NEN	Naryan Mar	NNM
Solovki Airport	EU	RU	RU-ARK	Solovetsky Islands	CSH
Cherepovets Airport	EU	RU	RU-VLG	Cherepovets	CEE
Amderma Airport	AS	RU	RU-NEN	Amderma	AMV
Kotlas Airport	EU	RU	RU-ARK	Kotlas	KSZ
Pulkovo Airport	EU	RU	RU-SPE	St. Petersburg	LED
Kirovsk-Apatity Airport	EU	RU	RU-MUR	Apatity	KVK
Murmansk Airport	EU	RU	RU-MUR	Murmansk	MMK
Novgorod Airport	EU	RU	RU-NGR	Velikiy Novgorod	NVR
Velikiye Luki Airport	EU	RU	RU-PSK	Velikiye Luki	VLU
Pskov Airport	EU	RU	RU-PSK	Pskov	PKV
Petrozavodsk Airport	EU	RU	RU-KR	Petrozavodsk	PES
Rzhevka Airport	EU	RU	RU-LEN	St. Petersburg	RVH
Vologda Airport	EU	RU	RU-VLG	Vologda	VGD
Brest Airport	EU	BY	BY-BR	Brest	BQT
Gomel Airport	EU	BY	BY-HO	Gomel	GME
Vitebsk East Airport	EU	BY	BY-VI	Vitebsk	VTB
Khrabrovo Airport	EU	RU	RU-KGD	Kaliningrad	KGD
Hrodna Airport	EU	BY	BY-HR	Hrodna	GNA
Minsk 1 Airport	EU	BY	BY-MI	Minsk	MHP
Minsk International Airport	EU	BY	BY-MI	Minsk	MSQ
Mogilev Airport	EU	BY	BY-MA	Mogilev	MVQ
Abakan Airport	AS	RU	RU-KK	Abakan	ABA
Barnaul Airport	AS	RU	RU-ALT	Barnaul	BAX
Gorno-Altaysk Airport	AS	RU	RU-AL	Gorno-Altaysk	RGK
Kemerovo Airport	AS	RU	RU-KEM	Kemerovo	KEJ
Yeniseysk Airport	AS	RU	RU-KYA	Yeniseysk	EIE
Yemelyanovo Airport	AS	RU	RU-KYA	Krasnoyarsk	KJA
Achinsk Airport	AS	RU	RU-KYA	Achinsk	ACS
Kyzyl Airport	AS	RU	RU-TY	Kyzyl	KYZ
Tolmachevo Airport	AS	RU	RU-NVS	Novosibirsk	OVB
Omsk Central Airport	AS	RU	RU-OMS	Omsk	OMS
Strezhevoy Airport	AS	RU	RU-TOM	Strezhevoy	SWT
Bogashevo Airport	AS	RU	RU-TOM	Tomsk	TOF
Spichenkovo Airport	AS	RU	RU-KEM	Novokuznetsk	NOZ
Dikson Airport	AS	RU	RU-KYA	Dikson	DKS
Khatanga Airport	AS	RU	RU-KYA	Khatanga	HTG
Igarka Airport	AS	RU	RU-KYA	Igarka	IAA
Norilsk-Alykel Airport	AS	RU	RU-KYA	Norilsk	NSK
Turukhansk Airport	AS	RU	RU-KYA	Turukhansk	THX
Anapa Airport	EU	RU	RU-KDA	Anapa	AAQ
Yeysk Airport	EU	RU	RU-KDA	Yeysk	EIK
Gelendzhik Airport	EU	RU	RU-KDA	Gelendzhik	GDZ
Krasnodar International Airport	EU	RU	RU-KDA	Krasnodar	KRR
Uytash Airport	EU	RU	RU-DA	Makhachkala	MCX
Mineralnyye Vody Airport	EU	RU	RU-STA	Mineralnyye Vody	MRV
Nalchik Airport	EU	RU	RU-KB	Nalchik	NAL
Beslan Airport	EU	RU	RU-SE	Beslan	OGZ
Magas Airport	EU	RU	RU-IN	Magas	IGT
Stavropol Shpakovskoye Airport	EU	RU	RU-STA	Stavropol	STW
Rostov-na-Donu Airport	EU	RU	RU-ROS	Rostov-on-Don	ROV
Taganrog Yuzhny Airport	EU	RU	RU-ROS	Taganrog	TGK
Sochi International Airport	EU	RU	RU-KDA	Sochi	AER
Astrakhan Airport	EU	RU	RU-AST	Astrakhan	ASF
Elista Airport	EU	RU	RU-KL	Elista	ESL
Volgograd International Airport	EU	RU	RU-VGG	Volgograd	VOG
Grumman Bethpage Airport	NA	US	US-NY	Bethpage	BPA
Chelyabinsk Balandino Airport	AS	RU	RU-CHE	Chelyabinsk	CEK
Magnitogorsk International Airport	EU	RU	RU-BA	Magnitogorsk	MQF
Salekhard Airport	AS	RU	RU-YAN	Salekhard	SLY
Mys Kamenny Airport	AS	RU	RU-YAN	Mys Kamennyi	YMK
Krasnoselkup Airport	EU	RU	RU-YAN	Krasnoselkup	KKQ
Tarko-Sale Airport	AS	RU	RU-YAN	Tarko-Sale	TQL
Urengoy Airport	EU	RU	RU-YAN	Urengoy	UEN
Khanty Mansiysk Airport	AS	RU	RU-KHM	Khanty-Mansiysk	HMA
Nyagan Airport	AS	RU	RU-KHM	Nyagan	NYA
Sovetskiy Airport	AS	RU	RU-KHM	Sovetskiy	OVS
Uray Airport	AS	RU	RU-KHM	Uray	URJ
Izhevsk Airport	EU	RU	RU-UD	Izhevsk	IJK
Pobedilovo Airport	EU	RU	RU-KIR	Kirov	KVX
Nadym Airport	AS	RU	RU-YAN	Nadym	NYM
Novy Urengoy Airport	AS	RU	RU-YAN	Novy Urengoy	NUX
Nizhnevartovsk Airport	AS	RU	RU-KHM	Nizhnevartovsk	NJC
Raduzhny Airport	AS	RU	RU-KHM	Raduzhnyi	RAT
Bolshoye Savino Airport	EU	RU	RU-PER	Perm	PEE
Kogalym International Airport	AS	RU	RU-KHM	Kogalym	KGP
Nefteyugansk Airport	AS	RU	RU-KHM	Nefteyugansk	NFG
Noyabrsk Airport	AS	RU	RU-YAN	Noyabrsk	NOJ
Surgut Airport	AS	RU	RU-KHM	Surgut	SGC
Koltsovo Airport	AS	RU	RU-SVE	Yekaterinburg	SVX
Tobolsk Airport	AS	RU	RU-TYU	Tobolsk	TOX
Roshchino International Airport	AS	RU	RU-TYU	Tyumen	TJM
Kurgan Airport	AS	RU	RU-KGN	Kurgan	KRO
Monument Valley Airport	NA	US	US-UT	Goulding's Lodge	GMV
Namangan Airport	AS	UZ	UZ-NG	Namangan	NMA
Nukus Airport	AS	UZ	UZ-QR	Nukus	NCU
Urgench Airport	AS	UZ	UZ-XO	Urgench	UGC
Bukhara Airport	AS	UZ	UZ-BU	Bukhara	BHK
Karshi Khanabad Airport	AS	UZ	UZ-QA	Khanabad	KSQ
Sugraly Airport	AS	UZ	UZ-NW	Zarafshan	AFS
Samarkand Airport	AS	UZ	UZ-SA	Samarkand	SKD
Termez Airport	AS	UZ	UZ-SU	Termez	TMJ
Tashkent International Airport	AS	UZ	UZ-TO	Tashkent	TAS
Kostroma Sokerkino Airport	EU	RU	RU-KOS	Kostroma	KMW
Bykovo Airport	EU	RU	RU-MOS	Moscow	BKA
Grabtsevo Airport	EU	RU	RU-KLU	Kaluga	KLF
Ivanovo South Airport	EU	RU	RU-IVA	Ivanovo	IWA
Staroselye Airport	EU	RU	RU-YAR	Rybinsk	RYB
Bryansk Airport	EU	RU	RU-BRY	Bryansk	BZK
Domodedovo International Airport	EU	RU	RU-MOS	Moscow	DME
Sheremetyevo International Airport	EU	RU	RU-MOS	Moscow	SVO
Migalovo Air Base	EU	RU	RU-TVE	Tver	KLD
Chkalovskiy Airport	EU	RU	RU-MOS	Moscow	CKL
Kursk East Airport	EU	RU	RU-KRS	Kursk	URS
Lipetsk Airport	EU	RU	RU-LIP	Lipetsk	LPK
Voronezh International Airport	EU	RU	RU-VOR	Voronezh	VOZ
Oryol Yuzhny Airport	EU	RU	RU-ORL	Orel	OEL
Donskoye Airport	EU	RU	RU-TAM	Tambov	TBW
Turlatovo Airport	EU	RU	RU-RYA	Ryazan	RZN
Klokovo Airfield	EU	RU	RU-TUL	Tula	TYA
Vnukovo International Airport	EU	RU	RU-MOS	Moscow	VKO
Ukhta Airport	EU	RU	RU-KO	Ukhta	UCT
Inta Airport	AS	RU	RU-KO	Inta	INA
Pechora Airport	EU	RU	RU-KO	Pechora	PEX
Usinsk Airport	EU	RU	RU-KO	Usinsk	USK
Vorkuta Airport	AS	RU	RU-KO	Vorkuta	VKT
Ust-Tsylma Airport	EU	RU	RU-KO	Ust-Tsylma	UTS
Syktyvkar Airport	EU	RU	RU-KO	Syktyvkar	SCW
Nizhny Novgorod International Airport	EU	RU	RU-NIZ	Nizhny Novgorod	GOJ
Bugulma Airport	EU	RU	RU-TA	Bugulma	UUA
Kazan International Airport	EU	RU	RU-TA	Kazan	KZN
Begishevo Airport	EU	RU	RU-TA	Nizhnekamsk	NBC
Yoshkar-Ola Airport	EU	RU	RU-ME	Yoshkar-Ola	JOK
Cheboksary Airport	EU	RU	RU-CU	Cheboksary	CSY
Ulyanovsk Baratayevka Airport	EU	RU	RU-ULY	Ulyanovsk	ULV
Ulyanovsk East Airport	EU	RU	RU-ULY	Ulyanovsk	ULY
Orenburg Central Airport	EU	RU	RU-ORE	Orenburg	REN
Orsk Airport	EU	RU	RU-ORE	Orsk	OSW
Penza Airport	EU	RU	RU-PNZ	Penza	PEZ
Saransk Airport	EU	RU	RU-MO	Saransk	SKX
Balakovo Airport	EU	RU	RU-SAR	Balakovo	BWO
Saratov Central Airport	EU	RU	RU-SAR	Saratov	RTW
Beloretsk Airport	EU	RU	RU-BA	Beloretsk	BCX
Neftekamsk Airport	EU	RU	RU-BA	Neftekamsk	NEF
Oktyabrskiy Airport	EU	RU	RU-TA	Kzyl-Yar	OKT
Ufa International Airport	EU	RU	RU-BA	Ufa	UFA
Kurumoch International Airport	EU	RU	RU-SAM	Samara	KUF
Diu Airport	AS	IN	IN-GJ	Diu	DIU
Aurangabad Airport	AS	IN	IN-MM	Aurangabad	IXU
Chhatrapati Shivaji International Airport	AS	IN	IN-MM	Mumbai	BOM
Bhuj Airport	AS	IN	IN-GJ	Bhuj	BHJ
Belgaum Airport	AS	IN	IN-KA	Belgaum	IXG
Vadodara Airport	AS	IN	IN-GJ	Vadodara	BDQ
Raja Bhoj International Airport	AS	IN	IN-MP	Bhopal	BHO
Bhavnagar Airport	AS	IN	IN-GJ	Bhavnagar	BHU
Guna Airport	AS	IN	IN-MP		GUX
Dabolim Airport	AS	IN	IN-GA	Vasco da Gama	GOI
Hubli Airport	AS	IN	IN-KA	Hubli	HBX
Devi Ahilyabai Holkar Airport	AS	IN	IN-MP	Indore	IDR
Jamnagar Airport	AS	IN	IN-GJ	Jamnagar	JGA
Kandla Airport	AS	IN	IN-GJ	Kandla	IXY
Khajuraho Airport	AS	IN	IN-MP	Khajuraho	HJR
Nanded Airport	AS	IN	IN-MM	Nanded	NDC
Dr. Babasaheb Ambedkar International Airport	AS	IN	IN-MM	Naqpur	NAG
Gandhinagar Airport	AS	IN	IN-MM	Nashik	ISK
Pune Airport	AS	IN	IN-MM	Pune	PNQ
Porbandar Airport	AS	IN	IN-GJ	Porbandar	PBD
Rajkot Airport	AS	IN	IN-GJ	Rajkot	RAJ
Raipur Airport	AS	IN	IN-CT	Raipur	RPR
Solapur Airport	AS	IN	IN-MM	Solapur	SSE
Maharana Pratap Airport	AS	IN	IN-RJ	Udaipur	UDR
Bandaranaike International Colombo Airport	AS	LK	LK-1	Colombo	CMB
Anuradhapura Air Force Base	AS	LK	LK-7	Anuradhapura	ACJ
Batticaloa Airport	AS	LK	LK-5	Batticaloa	BTC
Colombo Ratmalana Airport	AS	LK	LK-1	Colombo	RML
Ampara Airport	AS	LK	LK-5	Ampara	ADP
Hingurakgoda Air Force Base	AS	LK	LK-7	Polonnaruwa Town	MNH
Kankesanturai Airport	AS	LK	LK-4	Jaffna	JAF
Koggala Airport	AS	LK	LK-3	Galle	KCT
Katukurunda Air Force Base	AS	LK	LK-1	Kalutara	KTY
Weerawila Airport	AS	LK	LK-3	Weerawila	WRZ
Battambang Airport	AS	KH	KH-2	Battambang	BBM
Kampong Chhnang Airport	AS	KH	KH-4	Kampong Chhnang	KZC
Phnom Penh International Airport	AS	KH	KH-8	Phnom Penh	PNH
Siem Reap International Airport	AS	KH	KH-17	Siem Reap	REP
Stung Treng Airport	AS	KH	KH-19	Stung Treng	TNX
Sihanoukville International Airport	AS	KH	KH-18	Sihanukville	KOS
Krakor Airport	AS	KH	KH-15	Krakor	KZD
Lagunillas Airport	SA	VE	VE-V	Lagunillas	LGY
Agartala Airport	AS	IN	IN-TR	Agartala	IXA
Bagdogra Airport	AS	IN	IN-WB	Siliguri	IXB
Balurghat Airport	AS	IN	IN-WB	Balurghat	RGH
Shillong Airport	AS	IN	IN-ML	Shillong	SHL
Biju Patnaik Airport	AS	IN	IN-OR	Bhubaneswar	BBI
Netaji Subhash Chandra Bose International Airport	AS	IN	IN-WB	Kolkata	CCU
Daporijo Airport	AS	IN	IN-AR	Daporijo	DEP
Gorakhpur Airport	AS	IN	IN-UP	Gorakhpur	GOP
Lokpriya Gopinath Bordoloi International Airport	AS	IN	IN-AS	Guwahati	GAU
Imphal Airport	AS	IN	IN-MN	Imphal	IMF
Jeypore Airport	AS	IN	IN-OR	Jeypore	PYB
Jorhat Airport	AS	IN	IN-AS	Jorhat	JRH
Silchar Airport	AS	IN	IN-AS	Silchar	IXS
Khowai Airport	AS	IN	IN-TR	Khowai	IXN
Lengpui Airport	AS	IN	IN-MZ	Aizawl	AJL
North Lakhimpur Airport	AS	IN	IN-AS	Lilabari	IXI
Malda Airport	AS	IN	IN-WB	Malda	LDA
Dibrugarh Airport	AS	IN	IN-AS	Dibrugarh	DIB
Dimapur Airport	AS	IN	IN-NL	Dimapur	DMU
Pasighat Airport	AS	IN	IN-AR	Pasighat	IXT
Lok Nayak Jayaprakash Airport	AS	IN	IN-BR	Patna	PAT
Birsa Munda Airport	AS	IN	IN-JH	Ranchi	IXR
Rupsi India Airport	AS	IN	IN-AS		RUP
Tezpur Airport	AS	IN	IN-AS		TEZ
Vishakhapatnam Airport	AS	IN	IN-AP	Visakhapatnam	VTZ
Barisal Airport	AS	BD	BD-1	Barisal	BZL
Cox's Bazar Airport	AS	BD	BD-2	Cox's Bazar	CXB
Comilla Airport	AS	BD	BD-2	Comilla	CLA
Shah Amanat International Airport	AS	BD	BD-2	Chittagong	CGP
Ishurdi Airport	AS	BD	BD-5	Ishurdi	IRD
Jessore Airport	AS	BD	BD-4	Jashahor	JSR
Lalmonirhat Airport	AS	BD	BD-5	Lalmonirhat	LLJ
Shah Mokhdum Airport	AS	BD	BD-5	Rajshahi	RJH
Saidpur Airport	AS	BD	BD-5	Saidpur	SPD
Thakurgaon Airport	AS	BD	BD-5	Thakurgaon	TKR
Shamshernagar Airport	AS	BD	BD-6	Shamshernagar	ZHM
Osmany International Airport	AS	BD	BD-6	Sylhet	ZYL
Dhaka / Hazrat Shahjalal International Airport	AS	BD	BD-3	Dhaka	DAC
Chek Lap Kok International Airport	AS	HK	HK-U-A	Hong Kong	HKG
Hong Kong International Airport Kai Tak	AS	HK	HK-U-A	Hong Kong	HKG
Shun Tak Heliport	AS	HK	HK-U-A	Hong Kong	HHP
Allahabad Airport	AS	IN	IN-UP	Allahabad	IXD
Sri Guru Ram Dass Jee International Airport	AS	IN	IN-PB	Amritsar	ATQ
Nal Airport	AS	IN	IN-RJ	Bikaner	BKB
Lal Bahadur Shastri Airport	AS	IN	IN-UP	Varanasi	VNS
Bareilly Air Force Station	AS	IN	IN-UP	Bareilly	BEK
Chandigarh Airport	AS	IN	IN-CH	Chandigarh	IXC
Dehradun Airport	AS	IN	IN-UP	Dehradun	DED
Indira Gandhi International Airport	AS	IN	IN-DL	New Delhi	DEL
Gwalior Airport	AS	IN	IN-MP	Gwalior	GWL
Jodhpur Airport	AS	IN	IN-RJ	Jodhpur	JDH
Jaipur International Airport	AS	IN	IN-RJ	Jaipur	JAI
Jammu Airport	AS	IN	IN-JK	Jammu	IXJ
Kota Airport	AS	IN	IN-RJ	Kota	KTU
Leh Kushok Bakula Rimpochee Airport	AS	IN	IN-JK	Leh	IXL
Chaudhary Charan Singh International Airport	AS	IN	IN-UP	Lucknow	LKO
Pantnagar Airport	AS	IN	IN-UP	Pantnagar	PGH
Sheikh ul Alam Airport	AS	IN	IN-JK	Srinagar	SXR
Potomac Airfield	NA	US	US-MD	Friendly	VKX
Sayaboury Airport	AS	LA	LA-XA	Sainyabuli	ZBY
Saravane Airport	AS	LA	LA-SL	Saravane	VNA
Thakhek Airport	AS	LA	LA-KH	Thakhek	THK
Wattay International Airport	AS	LA	LA-VT	Vientiane	VTE
Xieng Khouang Airport	AS	LA	LA-XI	Xieng Khouang	XKH
Macau International Airport	AS	MO	MO-U-A	Taipa	MFM
Dong Hoi Airport	AS	VN	VN-24	Dong Hoi	VDH
Bajhang Airport	AS	NP	NP-SE	Bajhang	BJH
Bhojpur Airport	AS	NP	NP-KO	Bhojpur	BHP
Baglung Airport	AS	NP	NP-DH	Baglung	BGL
Bharatpur Airport	AS	NP	NP-NA	Bharatpur	BHR
Bajura Airport	AS	NP	NP-SE	Bajura	BJU
Baitadi Airport	AS	NP	NP-MA	Baitadi	BIT
Bhairahawa Airport	AS	NP	NP-LU	Bhairawa	BWA
Bhadrapur Airport	AS	NP	NP-ME	Bhadrapur	BDP
Tulsipur Airport	AS	NP	NP-RA	Dang	DNP
Dhangarhi Airport	AS	NP	NP-BH	Dhangarhi	DHI
Darchula Airport	AS	NP	NP-MA	Darchula	DAP
Dolpa Airport	AS	NP	NP-KA	Dolpa	DOP
Silgadi Doti Airport	AS	NP	NP-SE	Silgadi Doti	SIH
Gorkha Airport	AS	NP	NP-GA	Gorkha	GKH
Jiri Airport	AS	NP	NP-JA	Jiri	JIR
Jumla Airport	AS	NP	NP-KA	Jumla	JUM
Janakpur Airport	AS	NP	NP-JA	Janakpur	JKR
Jomsom Airport	AS	NP	NP-DH	Jomsom	JMO
Tribhuvan International Airport	AS	NP	NP-BA	Kathmandu	KTM
Lamidanda Airport	AS	NP	NP-SA	Lamidanda	LDN
Lukla Airport	AS	NP	NP-SA	Lukla	LUA
Langtang Airport	AS	NP	NP-BA	Langtang	LTG
Manang Airport	AS	NP	NP-GA	Ngawal	NGX
Meghauli Airport	AS	NP	NP-NA	Meghauli	MEY
Mahendranagar Airport	AS	NP	NP-MA	Mahendranagar	XMG
Nepalgunj Airport	AS	NP	NP-BH	Nepalgunj	KEP
Pokhara Airport	AS	NP	NP-GA	Pokhara	PKR
Phaplu Airport	AS	NP	NP-SA	Phaplu	PPL
Rajbiraj Airport	AS	NP	NP-SA	Rajbiraj	RJB
Ramechhap Airport	AS	NP	NP-JA	Ramechhap	RHP
Rukumkot Airport	AS	NP	NP-RA	Rukumkot	RUK
Rolpa Airport	AS	NP	NP-RA	Rolpa	RPA
Rumjatar Airport	AS	NP	NP-SA	Rumjatar	RUM
Simara Airport	AS	NP	NP-NA	Simara	SIF
Surkhet Airport	AS	NP	NP-BH	Surkhet	SKH
Sanfebagar Airport	AS	NP	NP-SE	Sanfebagar	FEB
Simikot Airport	AS	NP	NP-KA	Simikot	IMK
Suketar Airport	AS	NP	NP-ME	Taplejung	TPJ
Tumling Tar Airport	AS	NP	NP-KO	Tumling Tar	TMI
Biratnagar Airport	AS	NP	NP-KO	Biratnagar	BIR
Murod Kond Airport	AS	IN	IN-MM	Latur	LTU
Bellary Airport	AS	IN	IN-KA	Bellary	BEP
Bengaluru International Airport	AS	IN	IN-KA	Bangalore	BLR
Coimbatore International Airport	AS	IN	IN-TN	Coimbatore	CJB
Cochin International Airport	AS	IN	IN-KL	Cochin	COK
Calicut International Airport	AS	IN	IN-KL	Calicut	CCJ
Rajiv Gandhi International Airport	AS	IN	IN-AP	Hyderabad	HYD
Begumpet Airport	AS	IN	IN-AP	Hyderabad	BPM
Madurai Airport	AS	IN	IN-TN	Madurai	IXM
Mangalore International Airport	AS	IN	IN-KA	Mangalore	IXE
Chennai International Airport	AS	IN	IN-TN	Chennai	MAA
Mysore Airport	AS	IN	IN-KA	Mysore	MYQ
Vir Savarkar International Airport	AS	IN	IN-AN	Port Blair	IXZ
Rajahmundry Airport	AS	IN	IN-AP	Rajahmundry	RJA
Tanjore Air Force Base	AS	IN	IN-TN	Thanjavur	TJV
Tirupati Airport	AS	IN	IN-AP	Tirupati	TIR
Tiruchirapally Civil Airport Airport	AS	IN	IN-TN	Tiruchirappally	TRZ
Trivandrum International Airport	AS	IN	IN-KL	Trivandrum	TRV
Warangal Airport	AS	IN	IN-AP	Warrangal	WGC
Gelephu Airport	AS	BT	BT-31	Gelephu	GLU
Paro Airport	AS	BT	BT-11	Paro	PBH
Fuvahmulah Airport	AS	MV	MV-29	Fuvahmulah Island	FVM
Gan International Airport	AS	MV	MV-01	Gan	GAN
Hanimaadhoo Airport	AS	MV	MV-23	Haa Dhaalu Atoll	HAQ
Kadhdhoo Airport	AS	MV	MV-05	Kadhdhoo	KDO
Malé International Airport	AS	MV	MV-MLE	Malé	MLE
Kooddoo Airport	AS	MV	MV-27	Huvadhu Atoll	GKK
Kaadedhdhoo Airport	AS	MV	MV-28	Huvadhu Atoll	KDM
Villa Airport	AS	MV	MV-13	Maamigili	VAM
Don Mueang International Airport	AS	TH	TH-10	Bangkok	DMK
Kamphaeng Saen Airport	AS	TH	TH-72	Nakhon Pathom	KDT
Suvarnabhumi Airport	AS	TH	TH-10	Bangkok	BKK
U-Tapao International Airport	AS	TH	TH-21	Rayong	UTP
Chiang Mai International Airport	AS	TH	TH-50	Chiang Mai	CNX
Mae Hong Son Airport	AS	TH	TH-58	Mae Hong Son	PYY
Phrae Airport	AS	TH	TH-54		PRH
Chiang Rai International Airport	AS	TH	TH-57	Chiang Rai	CEI
Hua Hin Airport	AS	TH	TH-76	Hua Hin	HHQ
Mae Sot Airport	AS	TH	TH-63		MAQ
Sukhothai Airport	AS	TH	TH-64		THS
Phitsanulok Airport	AS	TH	TH-65		PHS
Tak Airport	AS	TH	TH-63		TKT
Uttaradit Airport	AS	TH	TH-53	Uttaradit	UTR
Surat Thani Airport	AS	TH	TH-84	Surat Thani	URT
Nakhon Si Thammarat Airport	AS	TH	TH-80	Nakhon Si Thammarat	NST
Krabi Airport	AS	TH	TH-81	Krabi	KBV
Samui Airport	AS	TH	TH-80	Na Thon (Ko Samui Island)	USM
Phuket International Airport	AS	TH	TH-83	Phuket	HKT
Hat Yai International Airport	AS	TH	TH-90	Hat Yai	HDY
Udon Thani Airport	AS	TH	TH-41	Udon Thani	UTH
Khon Kaen Airport	AS	TH	TH-40	Khon Kaen	KKC
Buri Ram Airport	AS	TH	TH-31		BFV
Nakhon Ratchasima Airport	AS	TH	TH-30		NAK
Ubon Ratchathani Airport	AS	TH	TH-34	Ubon Ratchathani	UBP
Buon Ma Thuot Airport	AS	VN	VN-33	Buon Ma Thuot	BMV
Chu Lai International Airport	AS	VN	VN-29	Dung Quat Bay	VCL
Cat Bi International Airport	AS	VN	VN-61	Haiphong	HPH
C√† Mau Airport	AS	VN	VN-59	Ca Mau City	CAH
Cam Ranh Airport	AS	VN	VN-34	Nha Trang	CXR
Co Ong Airport	AS	VN	VN-14	Con Ong	VCS
Can Tho International Airport	AS	VN	VN-02	Can Tho	VCA
Dien Bien Phu Airport	AS	VN	VN-01	Dien Bien Phu	DIN
Lien Khuong Airport	AS	VN	VN-35	Dalat	DLI
Da Nang International Airport	AS	VN	VN-60	Da Nang	DAD
Las Malvinas/Echarate Airport	SA	PE	PE-CUS	Las Malvinas	VVN
Noi Bai International Airport	AS	VN	VN-15	Hanoi	HAN
Na-San Airport	AS	VN	VN-05	Son-La	SQH
Nha Trang Air Base	AS	VN	VN-34	Nha Trang	NHA
Phu Bai Airport	AS	VN	VN-56	Hue	HUI
Phu Cat Airport	AS	VN	VN-31	Quy Nohn	UIH
Pleiku Airport	AS	VN	VN-30	Pleiku	PXU
Phu Quoc Airport	AS	VN	VN-47	Duong Dong	PQC
Phan Rang Airport	AS	VN	VN-07	Phan Rang	PHA
Rach Gia Airport	AS	VN	VN-47	Rach Gia	VKG
Dong Tac Airport	AS	VN	VN-49	Tuy Hoa	TBB
Tan Son Nhat International Airport	AS	VN	VN-23	Ho Chi Minh City	SGN
Vinh Airport	AS	VN	VN-26	Vinh	VII
Vung Tau Airport	AS	VN	VN-43	Vung Tau	VTG
Bagan Airport	AS	MM	MM-04	Nyaung U	NYU
Banmaw Airport	AS	MM	MM-11	Banmaw	BMO
Dawei Airport	AS	MM	MM-05	Dawei	TVY
Naypyidaw Airport	AS	MM	MM-04	Pyinmana	NYT
Gangaw Airport	AS	MM	MM-03	Gangaw	GAW
Gwa Airport	AS	MM	MM-16	Gwa	GWA
Heho Airport	AS	MM	MM-17	Heho	HEH
Hommalinn Airport	AS	MM	MM-01	Hommalinn	HOX
Tilin Airport	AS	MM	MM-03	Tilin	TIO
Kengtung Airport	AS	MM	MM-17	Kengtung	KET
Kanti Airport	AS	MM	MM-01	Kanti	KHM
Kalay Airport	AS	MM	MM-01	Kalemyo	KMV
Kyaukpyu Airport	AS	MM	MM-16	Kyaukpyu	KYP
Kawthoung Airport	AS	MM	MM-05	Kawthoung	KAW
Kyauktu Airport	AS	MM	MM-03	Kyauktu	KYT
Loikaw Airport	AS	MM	MM-12	Loikaw	LIW
Lashio Airport	AS	MM	MM-17	Lashio	LSH
Mandalay International Airport	AS	MM	MM-04	Mandalay	MDL
Myeik Airport	AS	MM	MM-05	Mkeik	MGZ
Myitkyina Airport	AS	MM	MM-11	Myitkyina	MYT
Mawlamyine Airport	AS	MM	MM-15	Mawlamyine	MNU
Manaung Airport	AS	MM	MM-16	Manaung	MGU
Mong Hsat Airport	AS	MM	MM-17	Mong Hsat	MOG
Mong Tong Airport	AS	MM	MM-17	Mong Tong	MGK
Magway Airport	AS	MM	MM-03	Magway	MWQ
Namsang Airport	AS	MM	MM-17	Namsang	NMS
Namtu Airport	AS	MM	MM-17	Namtu	NMT
Hpa-N Airport	AS	MM	MM-13	Hpa-N	PAA
Pauk Airport	AS	MM	MM-03	Pauk	PAU
Pathein Airport	AS	MM	MM-07	Pathein	BSX
Hpapun Airport	AS	MM	MM-13	Pa Pun	PPU
Putao Airport	AS	MM	MM-11	Putao	PBU
Pakhokku Airport	AS	MM	MM-03	Pakhokku	PKK
Pyay Airport	AS	MM	MM-02	Pye	PRU
Sittwe Airport	AS	MM	MM-16	Sittwe	AKY
Thandwe Airport	AS	MM	MM-16	Thandwe	SNW
Tachileik Airport	AS	MM	MM-17	Tachileik	THL
Ye Airport	AS	MM	MM-15	Ye	XYE
Yangon International Airport	AS	MM	MM-06	Yangon	RGN
Rosario Seaplane Base	NA	US	US-WA	Rosario	RSJ
Kenmore Air Harbor Seaplane Base	NA	US	US-WA	Seattle	LKE
Tampa Padang Airport	AS	ID	ID-SN	Mamuju-Celebes Island	MJU
Frans Kaisiepo Airport	AS	ID	ID-PA	Biak-Supiori Island	BIK
Moanamani Airport	AS	ID	ID-PA	Moanamani-Papua Island	ONI
Wagethe Airport	AS	ID	ID-PA	Wagethe-Papua Island	WET
Nabire Airport	AS	ID	ID-PA	Nabire-Papua Island	NBX
Illaga Airport	AS	ID	ID-PA	Illaga-Papua Island	ILA
Kokonau Airport	AS	ID	ID-PA	Kokonau-Papua Island	KOX
Serui Airport	AS	ID	ID-PA	Serui-Japen Island	ZRI
Moses Kilangin Airport	AS	ID	ID-PA	Timika-Papua Island	TIM
